consumer_id,pmt_id,feeder_id,sanctioned_load_kw,consumer_type,meter_type,is_registered_prosumer
C-000487,PMT-0101,F-11,7.37,commercial,electronic,False
C-000488,PMT-0160,F-16,5.26,residential,analog,False
C-000489,PMT-0230,F-23,3.46,residential,analog,False
C-000490,PMT-0182,F-19,7.27,residential,analog,False
C-000491,PMT-0280,F-28,5.95,residential,electronic,False
C-000492,PMT-0261,F-27,1.42,residential,electronic,False
C-000493,PMT-0227,F-23,7.27,residential,electronic,False
C-000494,PMT-0181,F-19,3.9,residential,analog,False
C-000495,PMT-0087,F-09,10.96,commercial,analog,False
C-000496,PMT-0124,F-13,5.71,residential,analog,False
C-000497,PMT-0036,F-04,77.44,industrial,analog,False
C-000498,PMT-0113,F-12,3.12,residential,electronic,False
C-000499,PMT-0278,F-28,3.46,residential,analog,False
C-000500,PMT-0128,F-13,2.09,residential,electronic,False
C-000501,PMT-0035,F-04,5.15,residential,electronic,False
C-000502,PMT-0196,F-20,7.7,residential,electronic,False
C-000503,PMT-0289,F-29,3.92,residential,analog,False
C-000504,PMT-0261,F-27,7.97,residential,electronic,False
C-000505,PMT-0083,F-09,8.53,commercial,analog,False
C-000506,PMT-0137,F-14,6.57,residential,analog,False
C-000507,PMT-0160,F-16,7.5,residential,analog,False
C-000508,PMT-0075,F-08,5.82,residential,electronic,False
C-000509,PMT-0081,F-09,1.77,residential,electronic,False
C-000510,PMT-0071,F-08,3.29,residential,analog,False
C-000511,PMT-0299,F-30,1.6,residential,electronic,False
C-000512,PMT-0224,F-23,5.21,residential,analog,False
C-000513,PMT-0253,F-26,7.99,residential,electronic,False
C-000514,PMT-0245,F-25,3.62,residential,analog,False
C-000515,PMT-0288,F-29,2.14,residential,analog,False
C-000516,PMT-0032,F-04,41.49,industrial,analog,False
C-000517,PMT-0265,F-27,5.0,residential,electronic,False
C-000518,PMT-0020,F-02,4.98,residential,electronic,False
C-000519,PMT-0143,F-15,2.61,residential,analog,False
C-000520,PMT-0179,F-18,6.25,residential,analog,False
C-000521,PMT-0108,F-11,1.62,residential,analog,False
C-000522,PMT-0044,F-05,5.36,residential,electronic,False
C-000523,PMT-0058,F-06,3.98,residential,analog,False
C-000524,PMT-0248,F-25,1.89,residential,analog,False
C-000525,PMT-0096,F-10,5.44,residential,analog,False
C-000526,PMT-0094,F-10,18.46,commercial,analog,False
C-000527,PMT-0278,F-28,4.08,residential,electronic,False
C-000528,PMT-0044,F-05,6.59,residential,analog,False
C-000529,PMT-0275,F-28,60.75,industrial,analog,False
C-000530,PMT-0277,F-28,10.72,commercial,analog,False
C-000531,PMT-0180,F-18,7.68,residential,analog,False
C-000532,PMT-0050,F-05,23.88,commercial,analog,False
C-000533,PMT-0047,F-05,1.67,residential,analog,False
C-000534,PMT-0086,F-09,7.62,residential,electronic,False
C-000535,PMT-0174,F-18,20.51,commercial,analog,False
C-000536,PMT-0047,F-05,1.75,residential,analog,False
C-000537,PMT-0137,F-14,4.64,residential,analog,False
C-000538,PMT-0035,F-04,1.24,residential,analog,False
C-000539,PMT-0163,F-17,5.12,residential,analog,False
C-000540,PMT-0007,F-01,7.53,residential,electronic,False
C-000541,PMT-0213,F-22,49.46,industrial,analog,False
C-000542,PMT-0017,F-02,4.56,residential,electronic,False
C-000543,PMT-0059,F-06,2.59,residential,analog,False
C-000544,PMT-0053,F-06,4.79,residential,analog,False
C-000545,PMT-0250,F-25,6.62,residential,analog,True
C-000546,PMT-0017,F-02,2.51,residential,electronic,False
C-000547,PMT-0129,F-13,64.28,industrial,analog,False
C-000548,PMT-0178,F-18,3.48,residential,electronic,False
C-000549,PMT-0155,F-16,6.24,residential,analog,False
C-000550,PMT-0205,F-21,5.91,residential,analog,False
C-000551,PMT-0241,F-25,5.89,residential,analog,False
C-000552,PMT-0119,F-12,3.64,residential,analog,False
C-000553,PMT-0249,F-25,5.19,residential,analog,False
C-000554,PMT-0096,F-10,5.56,residential,analog,False
C-000555,PMT-0296,F-30,5.77,residential,analog,False
C-000556,PMT-0152,F-16,16.51,commercial,analog,False
C-000557,PMT-0221,F-23,7.07,residential,electronic,True
C-000558,PMT-0263,F-27,2.74,residential,electronic,False
C-000559,PMT-0238,F-24,1.39,residential,analog,True
C-000560,PMT-0256,F-26,7.74,residential,analog,False
C-000561,PMT-0161,F-17,6.21,commercial,analog,False
C-000562,PMT-0014,F-02,7.32,residential,analog,True
C-000563,PMT-0148,F-15,5.29,residential,analog,False
C-000564,PMT-0055,F-06,7.43,residential,analog,False
C-000565,PMT-0267,F-27,16.3,commercial,analog,True
C-000566,PMT-0072,F-08,6.75,residential,analog,False
C-000567,PMT-0069,F-07,6.05,residential,analog,False
C-000568,PMT-0075,F-08,4.68,residential,analog,False
C-000569,PMT-0193,F-20,3.54,residential,analog,True
C-000570,PMT-0172,F-18,5.06,commercial,analog,True
C-000571,PMT-0285,F-29,2.76,residential,electronic,False
C-000572,PMT-0125,F-13,7.66,residential,analog,False
C-000573,PMT-0085,F-09,2.93,residential,analog,False
C-000574,PMT-0015,F-02,20.04,commercial,electronic,False
C-000575,PMT-0003,F-01,4.56,residential,analog,False
C-000576,PMT-0113,F-12,3.16,residential,analog,False
C-000577,PMT-0278,F-28,99.29,industrial,electronic,False
C-000578,PMT-0158,F-16,1.33,residential,electronic,False
C-000579,PMT-0269,F-27,16.64,commercial,electronic,False
C-000580,PMT-0031,F-04,4.23,residential,electronic,False
C-000581,PMT-0028,F-03,1.54,residential,electronic,False
C-000582,PMT-0251,F-26,2.5,residential,analog,False
C-000583,PMT-0033,F-04,5.86,residential,analog,False
C-000584,PMT-0016,F-02,1.76,residential,analog,False
C-000585,PMT-0122,F-13,6.61,residential,analog,False
C-000586,PMT-0278,F-28,70.0,industrial,electronic,False
C-000587,PMT-0207,F-21,1.71,residential,analog,False
C-000588,PMT-0030,F-03,3.01,residential,electronic,False
C-000589,PMT-0252,F-26,1.96,residential,analog,False
C-000590,PMT-0254,F-26,6.58,residential,analog,False
C-000591,PMT-0241,F-25,4.73,residential,electronic,False
C-000592,PMT-0271,F-28,1.02,residential,analog,False
C-000593,PMT-0072,F-08,4.8,residential,analog,True
C-000594,PMT-0294,F-30,4.38,residential,analog,False
C-000595,PMT-0097,F-10,5.5,residential,analog,False
C-000596,PMT-0241,F-25,1.24,residential,analog,False
C-000597,PMT-0174,F-18,5.71,commercial,electronic,False
C-000598,PMT-0234,F-24,3.45,residential,electronic,False
C-000599,PMT-0189,F-19,5.82,residential,electronic,False
C-000600,PMT-0193,F-20,5.67,residential,electronic,False
C-000601,PMT-0185,F-19,2.95,residential,electronic,False
C-000602,PMT-0234,F-24,2.51,residential,analog,False
C-000603,PMT-0222,F-23,18.66,commercial,electronic,True
C-000604,PMT-0041,F-05,5.54,commercial,electronic,False
C-000605,PMT-0248,F-25,4.9,residential,analog,False
C-000606,PMT-0161,F-17,3.97,residential,analog,False
C-000607,PMT-0097,F-10,2.67,residential,electronic,False
C-000608,PMT-0155,F-16,4.64,residential,electronic,True
C-000609,PMT-0291,F-30,2.52,residential,electronic,False
C-000610,PMT-0258,F-26,4.95,residential,analog,False
C-000611,PMT-0251,F-26,2.04,residential,electronic,False
C-000612,PMT-0139,F-14,3.84,residential,analog,False
C-000613,PMT-0236,F-24,4.57,residential,electronic,True
C-000614,PMT-0116,F-12,1.22,residential,analog,False
C-000615,PMT-0206,F-21,5.28,residential,electronic,False
C-000616,PMT-0192,F-20,6.25,residential,electronic,False
C-000617,PMT-0075,F-08,7.69,residential,analog,False
C-000618,PMT-0080,F-08,9.06,commercial,electronic,False
C-000619,PMT-0019,F-02,2.46,residential,electronic,False
C-000620,PMT-0042,F-05,3.13,residential,analog,False
C-000621,PMT-0131,F-14,7.24,residential,analog,False
C-000622,PMT-0144,F-15,3.85,residential,electronic,False
C-000623,PMT-0050,F-05,3.11,residential,analog,False
C-000624,PMT-0126,F-13,6.19,residential,analog,False
C-000625,PMT-0182,F-19,1.27,residential,analog,False
C-000626,PMT-0070,F-07,4.84,residential,analog,False
C-000627,PMT-0102,F-11,4.15,residential,analog,False
C-000628,PMT-0111,F-12,5.37,residential,electronic,False
C-000629,PMT-0152,F-16,6.12,residential,analog,False
C-000630,PMT-0110,F-11,3.27,residential,analog,False
C-000631,PMT-0222,F-23,5.45,residential,analog,False
C-000632,PMT-0099,F-10,4.67,residential,electronic,False
C-000633,PMT-0131,F-14,1.94,residential,analog,False
C-000634,PMT-0114,F-12,7.17,residential,electronic,False
C-000635,PMT-0055,F-06,6.28,residential,electronic,False
C-000636,PMT-0206,F-21,7.45,residential,electronic,False
C-000637,PMT-0071,F-08,6.04,residential,analog,False
C-000638,PMT-0090,F-09,2.71,residential,analog,False
C-000639,PMT-0238,F-24,4.01,residential,analog,False
C-000640,PMT-0285,F-29,3.71,residential,analog,False
C-000641,PMT-0202,F-21,1.25,residential,analog,True
C-000642,PMT-0275,F-28,3.87,residential,analog,False
C-000643,PMT-0257,F-26,3.42,residential,analog,False
C-000644,PMT-0145,F-15,1.03,residential,analog,False
C-000645,PMT-0232,F-24,6.93,residential,analog,True
C-000646,PMT-0099,F-10,2.01,residential,analog,False
C-000647,PMT-0139,F-14,4.51,residential,electronic,False
C-000648,PMT-0161,F-17,6.49,residential,analog,False
C-000649,PMT-0289,F-29,5.23,residential,analog,False
C-000650,PMT-0255,F-26,2.19,residential,analog,False
C-000651,PMT-0147,F-15,17.36,commercial,electronic,False
C-000652,PMT-0196,F-20,6.3,residential,electronic,False
C-000653,PMT-0061,F-07,6.98,residential,analog,False
C-000654,PMT-0242,F-25,3.23,residential,analog,False
C-000655,PMT-0166,F-17,1.24,residential,electronic,False
C-000656,PMT-0160,F-16,5.26,residential,electronic,False
C-000657,PMT-0230,F-23,9.52,commercial,analog,False
C-000658,PMT-0190,F-19,6.47,residential,analog,False
C-000659,PMT-0022,F-03,5.76,residential,analog,False
C-000660,PMT-0087,F-09,6.41,residential,electronic,False
C-000661,PMT-0054,F-06,7.77,residential,analog,False
C-000662,PMT-0221,F-23,5.09,residential,electronic,False
C-000663,PMT-0011,F-02,7.33,residential,electronic,False
C-000664,PMT-0061,F-07,5.49,residential,electronic,False
C-000665,PMT-0180,F-18,2.27,residential,electronic,True
C-000666,PMT-0209,F-21,6.6,residential,analog,True
C-000667,PMT-0151,F-16,5.86,residential,electronic,True
C-000668,PMT-0259,F-26,24.56,commercial,electronic,False
C-000669,PMT-0276,F-28,2.7,residential,electronic,False
C-000670,PMT-0040,F-04,11.66,commercial,analog,False
C-000671,PMT-0286,F-29,6.75,residential,analog,False
C-000672,PMT-0185,F-19,6.26,commercial,electronic,False
C-000673,PMT-0191,F-20,5.43,residential,analog,False
C-000674,PMT-0029,F-03,4.75,residential,electronic,False
C-000675,PMT-0187,F-19,2.18,residential,analog,False
C-000676,PMT-0218,F-22,8.3,commercial,analog,False
C-000677,PMT-0175,F-18,6.67,residential,electronic,False
C-000678,PMT-0026,F-03,1.11,residential,electronic,False
C-000679,PMT-0157,F-16,6.23,residential,analog,False
C-000680,PMT-0281,F-29,6.13,residential,analog,False
C-000681,PMT-0218,F-22,17.99,commercial,analog,False
C-000682,PMT-0042,F-05,3.87,residential,analog,False
C-000683,PMT-0288,F-29,1.2,residential,analog,False
C-000684,PMT-0288,F-29,6.61,residential,analog,False
C-000685,PMT-0051,F-06,1.88,residential,analog,False
C-000686,PMT-0241,F-25,2.97,residential,analog,False
C-000687,PMT-0123,F-13,7.63,residential,electronic,False
C-000688,PMT-0179,F-18,3.11,residential,electronic,False
C-000689,PMT-0134,F-14,2.79,residential,analog,True
C-000690,PMT-0235,F-24,24.47,commercial,electronic,False
C-000691,PMT-0299,F-30,1.6,residential,analog,False
C-000692,PMT-0239,F-24,2.12,residential,analog,False
C-000693,PMT-0280,F-28,4.07,residential,analog,False
C-000694,PMT-0284,F-29,20.75,commercial,electronic,False
C-000695,PMT-0028,F-03,7.19,residential,analog,False
C-000696,PMT-0077,F-08,6.29,residential,analog,False
C-000697,PMT-0217,F-22,7.83,residential,electronic,False
C-000698,PMT-0178,F-18,5.34,commercial,electronic,False
C-000699,PMT-0016,F-02,17.39,commercial,electronic,False
C-000700,PMT-0029,F-03,1.81,residential,electronic,False
C-000701,PMT-0157,F-16,23.21,commercial,electronic,False
C-000702,PMT-0185,F-19,7.55,residential,analog,False
C-000703,PMT-0051,F-06,3.12,residential,electronic,False
C-000704,PMT-0052,F-06,6.79,residential,analog,False
C-000705,PMT-0039,F-04,5.41,residential,analog,False
C-000706,PMT-0170,F-17,1.7,residential,electronic,True
C-000707,PMT-0003,F-01,17.06,commercial,analog,False
C-000708,PMT-0172,F-18,24.52,commercial,analog,False
C-000709,PMT-0143,F-15,3.16,residential,analog,False
C-000710,PMT-0140,F-14,1.01,residential,electronic,True
C-000711,PMT-0204,F-21,7.84,residential,electronic,False
C-000712,PMT-0157,F-16,3.9,residential,analog,True
C-000713,PMT-0219,F-22,54.47,industrial,analog,False
C-000714,PMT-0230,F-23,5.99,residential,electronic,False
C-000715,PMT-0277,F-28,5.23,residential,analog,False
C-000716,PMT-0240,F-24,3.11,residential,analog,False
C-000717,PMT-0156,F-16,7.0,commercial,analog,False
C-000718,PMT-0148,F-15,86.19,industrial,analog,False
C-000719,PMT-0071,F-08,4.38,residential,analog,False
C-000720,PMT-0180,F-18,5.71,residential,electronic,True
C-000721,PMT-0042,F-05,7.02,residential,analog,False
C-000722,PMT-0280,F-28,1.12,residential,electronic,False
C-000723,PMT-0254,F-26,7.02,residential,electronic,False
C-000724,PMT-0036,F-04,20.04,commercial,analog,False
C-000725,PMT-0236,F-24,23.94,commercial,electronic,False
C-000726,PMT-0036,F-04,9.67,commercial,analog,False
C-000727,PMT-0217,F-22,3.26,residential,analog,False
C-000728,PMT-0027,F-03,5.63,residential,analog,False
C-000729,PMT-0147,F-15,23.52,commercial,electronic,False
C-000730,PMT-0198,F-20,7.95,residential,electronic,False
C-000731,PMT-0219,F-22,3.92,residential,analog,False
C-000732,PMT-0126,F-13,15.78,commercial,electronic,False
C-000733,PMT-0277,F-28,2.19,residential,analog,False
C-000734,PMT-0233,F-24,18.88,commercial,analog,False
C-000735,PMT-0063,F-07,6.86,residential,analog,False
C-000736,PMT-0202,F-21,83.89,industrial,electronic,False
C-000737,PMT-0220,F-22,3.42,residential,analog,False
C-000738,PMT-0101,F-11,7.74,residential,analog,False
C-000739,PMT-0222,F-23,7.41,commercial,electronic,False
C-000740,PMT-0270,F-27,4.46,residential,analog,False
C-000741,PMT-0246,F-25,4.88,residential,analog,False
C-000742,PMT-0229,F-23,4.76,residential,analog,True
C-000743,PMT-0191,F-20,6.31,residential,analog,False
C-000744,PMT-0082,F-09,17.19,commercial,analog,True
C-000745,PMT-0239,F-24,1.54,residential,analog,False
C-000746,PMT-0110,F-11,2.26,residential,electronic,False
C-000747,PMT-0160,F-16,4.73,residential,electronic,False
C-000748,PMT-0095,F-10,75.56,industrial,electronic,False
C-000749,PMT-0094,F-10,61.13,industrial,analog,False
C-000750,PMT-0048,F-05,48.44,industrial,analog,True
C-000751,PMT-0289,F-29,1.36,residential,analog,False
C-000752,PMT-0045,F-05,6.5,residential,analog,True
C-000753,PMT-0026,F-03,4.48,residential,analog,False
C-000754,PMT-0281,F-29,4.77,residential,analog,False
C-000755,PMT-0167,F-17,4.28,residential,electronic,False
C-000756,PMT-0132,F-14,2.86,residential,electronic,False
C-000757,PMT-0222,F-23,2.93,residential,analog,False
C-000758,PMT-0115,F-12,1.44,residential,electronic,False
C-000759,PMT-0039,F-04,5.95,residential,analog,False
C-000760,PMT-0219,F-22,2.9,residential,electronic,False
C-000761,PMT-0053,F-06,3.09,residential,analog,False
C-000762,PMT-0166,F-17,24.87,commercial,analog,False
C-000763,PMT-0285,F-29,3.7,residential,analog,False
C-000764,PMT-0281,F-29,15.21,commercial,analog,False
C-000765,PMT-0109,F-11,3.71,residential,electronic,False
C-000766,PMT-0235,F-24,3.03,residential,analog,False
C-000767,PMT-0184,F-19,1.04,residential,electronic,False
C-000768,PMT-0144,F-15,6.98,residential,analog,False
C-000769,PMT-0042,F-05,4.31,residential,electronic,False
C-000770,PMT-0113,F-12,6.04,residential,analog,True
C-000771,PMT-0196,F-20,24.17,commercial,electronic,False
C-000772,PMT-0296,F-30,5.06,commercial,electronic,False
C-000773,PMT-0002,F-01,5.73,residential,analog,False
C-000774,PMT-0216,F-22,1.83,residential,analog,False
C-000775,PMT-0254,F-26,4.21,residential,analog,False
C-000776,PMT-0286,F-29,6.93,residential,electronic,False
C-000777,PMT-0128,F-13,1.5,residential,electronic,False
C-000778,PMT-0036,F-04,7.93,residential,analog,False
C-000779,PMT-0082,F-09,5.07,residential,electronic,False
C-000780,PMT-0256,F-26,3.76,residential,electronic,False
C-000781,PMT-0264,F-27,21.56,industrial,electronic,False
C-000782,PMT-0192,F-20,66.95,industrial,analog,False
C-000783,PMT-0037,F-04,4.46,residential,analog,False
C-000784,PMT-0037,F-04,9.31,commercial,electronic,False
C-000785,PMT-0144,F-15,4.43,residential,electronic,False
C-000786,PMT-0177,F-18,1.09,residential,analog,False
C-000787,PMT-0010,F-01,24.99,commercial,electronic,False
C-000788,PMT-0206,F-21,11.64,commercial,analog,False
C-000789,PMT-0164,F-17,14.6,commercial,electronic,False
C-000790,PMT-0004,F-01,6.49,residential,electronic,False
C-000791,PMT-0029,F-03,19.26,commercial,electronic,True
C-000792,PMT-0137,F-14,7.22,residential,electronic,False
C-000793,PMT-0217,F-22,7.59,residential,analog,False
C-000794,PMT-0248,F-25,2.32,residential,analog,False
C-000795,PMT-0130,F-13,3.73,residential,electronic,False
C-000796,PMT-0089,F-09,5.81,residential,electronic,False
C-000797,PMT-0291,F-30,1.32,residential,analog,False
C-000798,PMT-0138,F-14,19.34,commercial,electronic,False
C-000799,PMT-0095,F-10,1.03,residential,analog,False
C-000800,PMT-0133,F-14,7.4,residential,analog,False
C-000801,PMT-0004,F-01,6.03,residential,electronic,False
C-000802,PMT-0091,F-10,4.96,residential,electronic,False
C-000803,PMT-0155,F-16,4.0,residential,electronic,False
C-000804,PMT-0276,F-28,7.92,residential,electronic,False
C-000805,PMT-0222,F-23,6.16,residential,analog,False
C-000806,PMT-0235,F-24,6.65,residential,analog,False
C-000807,PMT-0164,F-17,6.78,residential,electronic,True
C-000808,PMT-0034,F-04,5.44,commercial,analog,True
C-000809,PMT-0118,F-12,1.38,residential,analog,False
C-000810,PMT-0300,F-30,2.39,residential,analog,False
C-000811,PMT-0014,F-02,5.59,residential,analog,False
C-000812,PMT-0264,F-27,5.37,residential,analog,False
C-000813,PMT-0206,F-21,3.28,residential,analog,False
C-000814,PMT-0086,F-09,7.81,residential,electronic,True
C-000815,PMT-0234,F-24,1.65,residential,analog,True
C-000816,PMT-0252,F-26,6.44,residential,analog,True
C-000817,PMT-0013,F-02,4.37,residential,analog,False
C-000818,PMT-0032,F-04,3.93,residential,electronic,False
C-000819,PMT-0200,F-20,1.18,residential,analog,False
C-000820,PMT-0300,F-30,6.09,residential,analog,False
C-000821,PMT-0008,F-01,6.4,residential,electronic,False
C-000822,PMT-0200,F-20,11.38,commercial,analog,False
C-000823,PMT-0041,F-05,4.62,residential,analog,False
C-000824,PMT-0196,F-20,5.25,residential,electronic,False
C-000825,PMT-0187,F-19,3.57,residential,analog,False
C-000826,PMT-0028,F-03,5.31,residential,analog,False
C-000827,PMT-0205,F-21,4.04,residential,analog,False
C-000828,PMT-0270,F-27,7.15,residential,electronic,False
