consumer_id,month,billed_units_kwh,arrears_pkr,reader_id,is_theft_ground_truth,theft_type
C-000481,2022-01-01,237.67,1938.82,R-164,False,none
C-000482,2022-01-01,27.64,999.58,R-002,False,none
C-000483,2022-01-01,381.24,905.07,R-148,False,none
C-000484,2022-01-01,183.96,1885.45,R-004,False,none
C-000485,2022-01-01,97.1,1668.13,R-001,False,none
C-000486,2022-01-01,173.08,913.6,R-086,False,none
C-000487,2022-01-01,125.2,1224.97,R-082,False,none
C-000488,2022-01-01,90.05,1328.61,R-173,False,none
C-000489,2022-01-01,422.95,714.21,R-197,False,none
C-000490,2022-01-01,221.16,2845.91,R-208,False,none
C-000491,2022-01-01,139.42,3473.79,R-138,False,none
C-000492,2022-01-01,11.73,43.5,R-035,False,none
C-000493,2022-01-01,243.41,3295.94,R-148,False,none
C-000494,2022-01-01,184.95,1275.34,R-108,False,none
C-000495,2022-01-01,281.87,1246.92,R-117,True,peak_hour_shaver
C-000496,2022-01-01,210.18,1027.35,R-111,False,none
C-000497,2022-01-01,10.64,698.47,R-195,False,none
C-000498,2022-01-01,126.34,3305.46,R-084,False,none
C-000499,2022-01-01,221.76,979.68,R-213,False,none
C-000500,2022-01-01,274.31,3136.14,R-119,False,none
C-000501,2022-01-01,187.53,952.63,R-152,True,kunda
C-000502,2022-01-01,406.42,3150.84,R-204,False,none
C-000503,2022-01-01,209.95,3180.46,R-180,False,none
C-000504,2022-01-01,250.86,1473.44,R-097,False,none
C-000505,2022-01-01,91.12,650.72,R-045,False,none
C-000506,2022-01-01,600.3,2767.82,R-031,False,none
C-000507,2022-01-01,160.03,2118.34,R-081,False,none
C-000508,2022-01-01,252.76,4660.48,R-147,False,none
C-000509,2022-01-01,63.35,1257.77,R-176,False,none
C-000510,2022-01-01,154.87,890.51,R-007,False,none
C-000511,2022-01-01,204.69,303.62,R-102,False,none
C-000512,2022-01-01,532.48,882.01,R-207,False,none
C-000513,2022-01-01,82.24,2160.18,R-181,True,slab_defender
C-000514,2022-01-01,105.38,1827.75,R-207,False,none
C-000515,2022-01-01,214.97,1948.73,R-211,False,none
C-000516,2022-01-01,88.99,6486.7,R-021,False,none
C-000517,2022-01-01,50.27,1364.02,R-150,False,none
C-000518,2022-01-01,218.76,2000.14,R-122,False,none
C-000519,2022-01-01,629.07,3114.13,R-106,False,none
C-000520,2022-01-01,6.23,717.2,R-176,False,none
C-000521,2022-01-01,738.36,1356.37,R-206,False,none
C-000522,2022-01-01,226.05,1462.66,R-103,False,none
C-000523,2022-01-01,40.22,2410.18,R-143,False,none
C-000524,2022-01-01,239.82,1052.19,R-106,False,none
C-000525,2022-01-01,361.18,176.6,R-140,False,none
C-000526,2022-01-01,256.12,888.35,R-214,False,none
C-000527,2022-01-01,2925.19,1085.38,R-179,False,none
C-000528,2022-01-01,1947.04,507.21,R-051,False,none
C-000529,2022-01-01,7.46,1440.42,R-191,False,none
C-000530,2022-01-01,164.35,3110.88,R-116,False,none
C-000531,2022-01-01,168.54,784.69,R-129,False,none
C-000532,2022-01-01,37.57,3198.31,R-026,False,none
C-000533,2022-01-01,300.84,1365.19,R-098,False,none
C-000534,2022-01-01,131.39,4355.1,R-067,False,none
C-000535,2022-01-01,14.51,33.47,R-020,False,none
C-000536,2022-01-01,205.21,82.76,R-188,True,slab_defender
C-000537,2022-01-01,159.55,2473.14,R-029,False,none
C-000538,2022-01-01,180.08,204.15,R-158,False,none
C-000539,2022-01-01,142.84,2597.72,R-164,False,none
C-000540,2022-01-01,895.77,965.5,R-135,False,none
C-000541,2022-01-01,2862.5,793.93,R-185,False,none
C-000542,2022-01-01,222.69,142.15,R-026,False,none
C-000543,2022-01-01,279.33,3158.27,R-004,False,none
C-000544,2022-01-01,12.85,426.67,R-188,False,none
C-000545,2022-01-01,163.6,136.47,R-041,False,none
C-000546,2022-01-01,55.32,1771.2,R-066,False,none
C-000547,2022-01-01,111.01,3106.86,R-152,True,nighttime_ac
C-000548,2022-01-01,189.09,4902.01,R-118,False,none
C-000549,2022-01-01,146.06,288.4,R-045,True,intermittent_hookup
C-000550,2022-01-01,140.54,194.35,R-052,False,none
C-000551,2022-01-01,377.5,303.38,R-184,False,none
C-000552,2022-01-01,132.9,164.29,R-115,True,intermittent_hookup
C-000553,2022-01-01,437.78,330.29,R-203,False,none
C-000554,2022-01-01,164.62,88.98,R-124,False,none
C-000555,2022-01-01,4.74,1509.3,R-146,False,none
C-000556,2022-01-01,324.52,1232.81,R-075,False,none
C-000557,2022-01-01,115.61,639.6,R-007,False,none
C-000558,2022-01-01,25.27,1093.56,R-112,False,none
C-000559,2022-01-01,276.05,565.49,R-161,False,none
C-000560,2022-01-01,244.02,1533.87,R-090,False,none
C-000561,2022-01-01,5.71,613.26,R-190,False,none
C-000562,2022-01-01,219.94,852.85,R-154,False,none
C-000563,2022-01-01,1091.5,228.09,R-112,False,none
C-000564,2022-01-01,39.34,2801.46,R-120,False,none
C-000565,2022-01-01,232.29,4769.39,R-051,False,none
C-000566,2022-01-01,135.24,3238.03,R-194,True,peak_hour_shaver
C-000567,2022-01-01,64.04,478.05,R-014,False,none
C-000568,2022-01-01,52.73,1482.92,R-011,False,none
C-000569,2022-01-01,216.18,5.67,R-173,False,none
C-000570,2022-01-01,297.47,2842.95,R-006,False,none
C-000571,2022-01-01,218.38,3049.66,R-113,False,none
C-000572,2022-01-01,466.15,488.92,R-042,False,none
C-000573,2022-01-01,103.55,1992.03,R-150,False,none
C-000574,2022-01-01,76.65,637.66,R-027,False,none
C-000575,2022-01-01,5.42,550.27,R-059,False,none
C-000576,2022-01-01,246.11,2856.87,R-116,False,none
C-000577,2022-01-01,1012.64,648.13,R-084,False,none
C-000578,2022-01-01,165.05,3241.35,R-045,False,none
C-000579,2022-01-01,692.99,1070.64,R-014,False,none
C-000580,2022-01-01,69.89,4789.88,R-004,False,none
C-000581,2022-01-01,209.31,817.93,R-043,False,none
C-000582,2022-01-01,151.67,171.21,R-063,False,none
C-000583,2022-01-01,155.31,1254.34,R-027,False,none
C-000584,2022-01-01,297.1,1283.84,R-113,False,none
C-000585,2022-01-01,536.46,982.48,R-195,False,none
C-000586,2022-01-01,145.61,1004.94,R-158,False,none
C-000587,2022-01-01,324.05,2159.12,R-068,False,none
C-000588,2022-01-01,65.92,1755.13,R-097,False,none
C-000589,2022-01-01,83.91,2498.09,R-170,False,none
C-000590,2022-01-01,38.26,62.96,R-212,False,none
C-000591,2022-01-01,8.52,453.46,R-122,False,none
C-000592,2022-01-01,320.27,1300.58,R-044,False,none
C-000593,2022-01-01,171.55,627.94,R-191,False,none
C-000594,2022-01-01,99.65,730.75,R-114,False,none
C-000595,2022-01-01,209.56,1677.15,R-007,False,none
C-000596,2022-01-01,132.86,3524.1,R-056,False,none
C-000597,2022-01-01,102.22,1719.4,R-118,False,none
C-000598,2022-01-01,64.22,46.5,R-178,False,none
C-000599,2022-01-01,2459.73,3281.11,R-188,False,none
C-000600,2022-01-01,403.86,6924.97,R-042,False,none
C-000601,2022-01-01,168.66,694.49,R-160,False,none
C-000602,2022-01-01,176.97,658.56,R-212,False,none
C-000603,2022-01-01,872.76,804.9,R-176,False,none
C-000604,2022-01-01,264.76,160.63,R-158,False,none
C-000605,2022-01-01,1764.82,2981.25,R-176,False,none
C-000606,2022-01-01,49.58,7028.1,R-123,False,none
C-000607,2022-01-01,444.73,466.12,R-134,False,none
C-000608,2022-01-01,516.28,1267.57,R-118,False,none
C-000609,2022-01-01,183.87,282.82,R-211,False,none
C-000610,2022-01-01,352.57,273.59,R-080,False,none
C-000611,2022-01-01,126.59,366.2,R-171,False,none
C-000612,2022-01-01,45.67,6358.9,R-005,False,none
C-000613,2022-01-01,4736.18,78.11,R-093,False,none
C-000614,2022-01-01,1293.75,672.25,R-202,False,none
C-000615,2022-01-01,96.05,1980.15,R-054,False,none
C-000616,2022-01-01,138.1,62.91,R-175,False,none
C-000617,2022-01-01,114.24,33.24,R-111,False,none
C-000618,2022-01-01,408.7,538.68,R-030,False,none
C-000619,2022-01-01,242.58,2470.63,R-024,False,none
C-000620,2022-01-01,301.77,1197.73,R-027,False,none
C-000621,2022-01-01,122.17,1129.52,R-103,False,none
C-000622,2022-01-01,184.79,2707.66,R-068,False,none
C-000623,2022-01-01,2271.22,669.1,R-197,True,nighttime_ac
C-000624,2022-01-01,334.83,169.69,R-168,False,none
C-000625,2022-01-01,2141.75,9.17,R-032,False,none
C-000626,2022-01-01,159.44,3742.58,R-111,False,none
C-000627,2022-01-01,114.37,224.63,R-169,False,none
C-000628,2022-01-01,38.3,1914.9,R-144,False,none
C-000629,2022-01-01,308.01,1103.16,R-003,False,none
C-000630,2022-01-01,424.79,2512.68,R-002,False,none
C-000631,2022-01-01,333.9,2937.34,R-129,False,none
C-000632,2022-01-01,658.71,2361.48,R-204,False,none
C-000633,2022-01-01,12.32,50.23,R-012,False,none
C-000634,2022-01-01,71.69,867.99,R-037,False,none
C-000635,2022-01-01,163.76,1859.96,R-042,False,none
C-000636,2022-01-01,52.92,1936.21,R-071,False,none
C-000637,2022-01-01,675.5,3593.65,R-196,False,none
C-000638,2022-01-01,488.04,370.05,R-209,False,none
C-000639,2022-01-01,186.41,1373.58,R-068,False,none
C-000640,2022-01-01,330.54,285.03,R-162,False,none
C-000641,2022-01-01,35.9,2367.99,R-003,False,none
C-000642,2022-01-01,1214.57,1680.79,R-113,False,none
C-000643,2022-01-01,10.66,323.29,R-139,False,none
C-000644,2022-01-01,268.3,696.24,R-190,False,none
C-000645,2022-01-01,330.32,229.44,R-181,False,none
C-000646,2022-01-01,460.77,656.48,R-014,False,none
C-000647,2022-01-01,254.78,1122.97,R-091,False,none
C-000648,2022-01-01,237.99,457.91,R-017,False,none
C-000649,2022-01-01,83.07,770.96,R-003,False,none
C-000650,2022-01-01,10.56,1114.15,R-035,False,none
C-000651,2022-01-01,532.92,525.9,R-206,False,none
C-000652,2022-01-01,396.95,2236.94,R-059,False,none
C-000653,2022-01-01,396.57,309.1,R-163,False,none
C-000654,2022-01-01,80.05,2682.39,R-156,False,none
C-000655,2022-01-01,495.14,1762.19,R-191,False,none
C-000656,2022-01-01,101.42,1856.07,R-118,False,none
C-000657,2022-01-01,526.14,4209.98,R-215,True,nighttime_ac
C-000658,2022-01-01,501.33,549.52,R-094,True,nighttime_ac
C-000659,2022-01-01,34.28,417.08,R-174,False,none
C-000660,2022-01-01,65.59,961.06,R-173,False,none
C-000661,2022-01-01,73.86,36.49,R-120,False,none
C-000662,2022-01-01,288.83,372.32,R-070,False,none
C-000663,2022-01-01,344.38,1304.14,R-035,False,none
C-000664,2022-01-01,160.29,830.55,R-019,True,kunda
C-000665,2022-01-01,105.74,272.24,R-110,False,none
C-000666,2022-01-01,224.28,72.96,R-088,False,none
C-000667,2022-01-01,474.9,230.62,R-047,False,none
C-000668,2022-01-01,5.33,139.71,R-169,False,none
C-000669,2022-01-01,92.18,1926.18,R-036,False,none
C-000670,2022-01-01,42.25,2844.62,R-105,False,none
C-000671,2022-01-01,81.49,299.55,R-095,False,none
C-000672,2022-01-01,336.53,1568.45,R-215,False,none
C-000673,2022-01-01,1090.14,1109.69,R-023,False,none
C-000674,2022-01-01,197.62,6029.72,R-189,False,none
C-000675,2022-01-01,321.22,10.72,R-151,False,none
C-000676,2022-01-01,160.07,1604.28,R-175,False,none
C-000677,2022-01-01,978.13,2249.19,R-172,False,none
C-000678,2022-01-01,6.51,1081.36,R-171,False,none
C-000679,2022-01-01,52.07,995.2,R-096,False,none
C-000680,2022-01-01,176.91,1874.0,R-128,False,none
C-000681,2022-01-01,294.1,533.81,R-081,False,none
C-000682,2022-01-01,229.93,954.83,R-199,False,none
C-000683,2022-01-01,10.38,1662.34,R-050,False,none
C-000684,2022-01-01,288.71,33.54,R-130,False,none
C-000685,2022-01-01,277.98,4481.44,R-047,False,none
C-000686,2022-01-01,298.09,1620.13,R-082,False,none
C-000687,2022-01-01,11.01,6412.54,R-212,False,none
C-000688,2022-01-01,5107.32,1917.34,R-044,False,none
C-000689,2022-01-01,167.33,1367.65,R-195,False,none
C-000690,2022-01-01,96.16,3857.92,R-179,False,none
C-000691,2022-01-01,355.33,2341.98,R-081,False,none
C-000692,2022-01-01,681.15,512.67,R-082,False,none
C-000693,2022-01-01,57.8,263.31,R-002,False,none
C-000694,2022-01-01,55.89,148.47,R-174,True,nighttime_ac
C-000695,2022-01-01,657.85,978.35,R-147,False,none
C-000696,2022-01-01,48.84,808.14,R-217,False,none
C-000697,2022-01-01,125.91,859.58,R-065,False,none
C-000698,2022-01-01,41.19,1128.54,R-088,False,none
C-000699,2022-01-01,27.79,285.87,R-152,False,none
C-000700,2022-01-01,42.24,658.93,R-075,False,none
C-000701,2022-01-01,592.43,4653.52,R-071,False,none
C-000702,2022-01-01,88.41,4.33,R-038,False,none
C-000703,2022-01-01,109.86,2086.55,R-218,False,none
C-000704,2022-01-01,713.68,1863.18,R-105,False,none
C-000705,2022-01-01,97.71,2198.08,R-170,False,none
C-000706,2022-01-01,188.82,1376.74,R-144,False,none
C-000707,2022-01-01,13.02,4626.69,R-132,False,none
C-000708,2022-01-01,130.39,25.57,R-069,False,none
C-000709,2022-01-01,225.0,187.86,R-070,False,none
C-000710,2022-01-01,338.86,9249.94,R-107,False,none
C-000711,2022-01-01,4535.33,1988.01,R-030,False,none
C-000712,2022-01-01,216.91,669.66,R-119,False,none
C-000713,2022-01-01,675.16,335.86,R-020,False,none
C-000714,2022-01-01,392.85,178.53,R-061,False,none
C-000715,2022-01-01,198.38,88.68,R-140,False,none
C-000716,2022-01-01,78.13,386.15,R-006,False,none
C-000717,2022-01-01,272.83,1862.02,R-010,False,none
C-000718,2022-01-01,428.24,393.93,R-048,False,none
C-000719,2022-01-01,26.01,930.97,R-167,False,none
C-000720,2022-01-01,2720.54,1518.96,R-177,False,none
C-000721,2022-01-01,112.17,505.53,R-001,False,none
C-000722,2022-01-01,63.53,961.78,R-062,False,none
C-000723,2022-01-01,38.9,425.15,R-013,False,none
C-000724,2022-01-01,1276.99,235.66,R-004,True,slab_defender
C-000725,2022-01-01,194.01,1774.55,R-208,False,none
C-000726,2022-01-01,382.49,2741.36,R-094,False,none
C-000727,2022-01-01,113.11,118.37,R-175,False,none
C-000728,2022-01-01,307.31,2989.98,R-151,False,none
C-000729,2022-01-01,290.24,3891.02,R-099,False,none
C-000730,2022-01-01,281.87,29.33,R-166,False,none
C-000731,2022-01-01,229.73,491.47,R-055,False,none
C-000732,2022-01-01,54.19,632.19,R-092,False,none
C-000733,2022-01-01,297.86,482.87,R-084,False,none
C-000734,2022-01-01,387.73,666.58,R-126,False,none
C-000735,2022-01-01,83.51,601.13,R-047,False,none
C-000736,2022-01-01,281.0,518.91,R-165,True,slab_defender
C-000737,2022-01-01,212.18,2524.94,R-186,False,none
C-000738,2022-01-01,178.32,776.75,R-196,False,none
C-000739,2022-01-01,240.25,531.16,R-197,False,none
C-000740,2022-01-01,209.87,6298.42,R-141,False,none
C-000741,2022-01-01,67.36,199.21,R-176,False,none
C-000742,2022-01-01,469.96,390.24,R-152,False,none
C-000743,2022-01-01,188.26,1354.61,R-210,False,none
C-000744,2022-01-01,403.63,236.83,R-022,False,none
C-000745,2022-01-01,264.45,647.29,R-044,False,none
C-000746,2022-01-01,110.22,128.67,R-093,False,none
C-000747,2022-01-01,238.84,242.98,R-137,False,none
C-000748,2022-01-01,434.05,2853.16,R-196,False,none
C-000749,2022-01-01,212.63,2237.64,R-021,False,none
C-000750,2022-01-01,310.81,213.2,R-036,False,none
C-000751,2022-01-01,5.69,35.34,R-190,False,none
C-000752,2022-01-01,95.49,814.21,R-069,False,none
C-000753,2022-01-01,305.75,112.73,R-004,False,none
C-000754,2022-01-01,156.24,499.73,R-150,False,none
C-000755,2022-01-01,281.3,15.82,R-194,False,none
C-000756,2022-01-01,80.7,3107.85,R-199,False,none
C-000757,2022-01-01,286.48,5626.32,R-188,False,none
C-000758,2022-01-01,594.45,765.14,R-013,False,none
C-000759,2022-01-01,353.29,5570.11,R-030,False,none
C-000760,2022-01-01,38.01,3775.41,R-192,False,none
C-000761,2022-01-01,178.04,5529.25,R-153,False,none
C-000762,2022-01-01,182.39,3138.29,R-049,False,none
C-000763,2022-01-01,84.26,322.55,R-086,False,none
C-000764,2022-01-01,226.5,1203.3,R-190,False,none
C-000765,2022-01-01,437.35,2071.16,R-205,False,none
C-000766,2022-01-01,5.0,260.09,R-196,False,none
C-000767,2022-01-01,109.92,523.32,R-102,False,none
C-000768,2022-01-01,280.99,3338.08,R-171,False,none
C-000769,2022-01-01,255.12,231.09,R-010,True,fixed_shunt
C-000770,2022-01-01,256.73,885.56,R-204,False,none
C-000771,2022-01-01,34.74,77.55,R-049,True,kunda
C-000772,2022-01-01,259.25,2746.25,R-212,False,none
C-000773,2022-01-01,187.25,791.79,R-004,False,none
C-000774,2022-01-01,750.01,17.42,R-204,False,none
C-000775,2022-01-01,50.44,1449.68,R-116,False,none
C-000776,2022-01-01,608.05,1345.04,R-113,False,none
C-000777,2022-01-01,131.58,769.44,R-149,False,none
C-000778,2022-01-01,324.85,2496.65,R-103,False,none
C-000779,2022-01-01,272.75,6650.1,R-210,False,none
C-000780,2022-01-01,346.89,494.47,R-024,False,none
C-000781,2022-01-01,102.3,1834.53,R-145,False,none
C-000782,2022-01-01,665.85,634.53,R-048,False,none
C-000783,2022-01-01,118.25,2217.43,R-009,False,none
C-000784,2022-01-01,121.39,2086.36,R-144,False,none
C-000785,2022-01-01,2079.2,3815.88,R-150,False,none
C-000786,2022-01-01,225.48,818.0,R-029,False,none
C-000787,2022-01-01,742.6,3820.11,R-160,False,none
C-000788,2022-01-01,27.12,275.78,R-208,False,none
C-000789,2022-01-01,24.52,8616.05,R-154,False,none
C-000790,2022-01-01,143.39,56.9,R-050,False,none
C-000791,2022-01-01,550.55,604.62,R-019,True,gradual_slowdown
C-000792,2022-01-01,193.94,642.95,R-020,False,none
C-000793,2022-01-01,464.58,403.17,R-137,False,none
C-000794,2022-01-01,353.61,978.9,R-052,False,none
C-000795,2022-01-01,81.23,8144.79,R-082,False,none
C-000796,2022-01-01,247.22,1882.22,R-011,False,none
C-000797,2022-01-01,116.87,3113.95,R-097,False,none
C-000798,2022-01-01,146.07,2307.54,R-037,False,none
C-000799,2022-01-01,230.04,2452.7,R-095,False,none
C-000800,2022-01-01,238.0,1600.88,R-130,True,peak_hour_shaver
C-000801,2022-01-01,83.93,3399.07,R-212,False,none
C-000802,2022-01-01,154.43,2270.02,R-064,False,none
C-000803,2022-01-01,1481.57,2436.98,R-071,False,none
C-000804,2022-01-01,48.3,846.36,R-177,False,none
C-000805,2022-01-01,192.94,877.87,R-210,False,none
C-000806,2022-01-01,53.76,2531.64,R-090,False,none
C-000807,2022-01-01,183.17,457.17,R-077,False,none
C-000808,2022-01-01,113.25,776.34,R-158,False,none
C-000809,2022-01-01,99.54,1865.24,R-166,False,none
C-000810,2022-01-01,3642.65,314.89,R-156,True,slab_defender
C-000811,2022-01-01,81.58,1860.82,R-141,False,none
C-000812,2022-01-01,248.99,3830.8,R-030,False,none
C-000813,2022-01-01,1535.47,75.8,R-058,False,none
C-000814,2022-01-01,5.42,1431.06,R-013,False,none
C-000815,2022-01-01,57.86,359.35,R-086,False,none
C-000816,2022-01-01,248.15,1086.22,R-186,False,none
C-000817,2022-01-01,1024.95,594.06,R-050,False,none
C-000818,2022-01-01,343.43,1348.4,R-155,False,none
C-000819,2022-01-01,177.05,507.41,R-093,False,none
C-000820,2022-01-01,148.34,760.44,R-039,False,none
C-000821,2022-01-01,117.66,861.44,R-050,False,none
C-000822,2022-01-01,202.06,1709.13,R-150,False,none
C-000823,2022-01-01,101.94,432.93,R-174,False,none
C-000824,2022-01-01,164.77,11.57,R-073,True,nighttime_ac
C-000825,2022-01-01,28.82,517.93,R-202,False,none
C-000826,2022-01-01,166.51,2894.8,R-013,True,gradual_slowdown
C-000827,2022-01-01,209.93,2328.79,R-127,False,none
C-000828,2022-01-01,151.51,990.44,R-051,False,none
C-000829,2022-01-01,915.39,572.56,R-197,False,none
C-000830,2022-01-01,107.77,2033.94,R-167,False,none
C-000831,2022-01-01,346.67,2651.45,R-013,False,none
C-000832,2022-01-01,29.24,2018.29,R-086,False,none
C-000833,2022-01-01,13.59,887.43,R-165,False,none
C-000834,2022-01-01,287.77,3558.57,R-120,False,none
C-000835,2022-01-01,153.63,156.86,R-108,False,none
C-000836,2022-01-01,52.77,358.22,R-031,False,none
C-000837,2022-01-01,172.67,1310.47,R-126,False,none
C-000838,2022-01-01,3552.55,599.29,R-021,False,none
C-000839,2022-01-01,41.06,117.87,R-071,False,none
C-000840,2022-01-01,182.39,5224.8,R-053,True,slab_defender
C-000841,2022-01-01,225.53,493.28,R-145,False,none
C-000842,2022-01-01,143.2,1041.36,R-104,False,none
C-000843,2022-01-01,66.19,1779.62,R-094,False,none
C-000844,2022-01-01,246.15,834.36,R-187,False,none
C-000845,2022-01-01,33.06,1447.15,R-086,False,none
C-000846,2022-01-01,1511.83,615.09,R-168,False,none
C-000847,2022-01-01,289.28,2550.43,R-196,False,none
C-000848,2022-01-01,55.79,1285.45,R-036,False,none
C-000849,2022-01-01,302.97,608.65,R-164,False,none
C-000850,2022-01-01,1876.96,3649.9,R-016,False,none
C-000851,2022-01-01,119.85,3579.84,R-142,False,none
C-000852,2022-01-01,182.71,815.93,R-050,True,kunda
C-000853,2022-01-01,978.46,2262.38,R-057,True,slab_defender
C-000854,2022-01-01,538.13,521.05,R-188,False,none
C-000855,2022-01-01,219.26,338.22,R-042,True,slab_defender
C-000856,2022-01-01,126.24,2089.79,R-114,False,none
C-000857,2022-01-01,239.77,1168.8,R-172,False,none
C-000858,2022-01-01,595.36,701.16,R-178,False,none
C-000859,2022-01-01,366.03,334.28,R-046,True,slab_defender
C-000860,2022-01-01,188.96,2856.2,R-082,False,none
C-000861,2022-01-01,245.39,147.76,R-124,False,none
C-000862,2022-01-01,266.65,4936.02,R-130,False,none
C-000863,2022-01-01,115.02,727.71,R-036,False,none
C-000864,2022-01-01,41.82,26.05,R-131,False,none
C-000865,2022-01-01,265.14,1677.33,R-001,False,none
C-000866,2022-01-01,606.36,99.72,R-138,False,none
C-000867,2022-01-01,214.82,462.65,R-162,False,none
C-000868,2022-01-01,54.29,3433.5,R-104,False,none
C-000869,2022-01-01,162.97,1447.74,R-054,False,none
C-000870,2022-01-01,42.62,1494.96,R-053,False,none
C-000871,2022-01-01,148.55,1641.03,R-152,False,none
C-000872,2022-01-01,6.38,39.42,R-095,False,none
